stockid,tsn,scientificname,commonname,areaid,country,areatype,areacode,areaname,alternateareaname
SSARDCH,-994,Sprattus fuegensis,Southern sardine,Chile-SUBPESCA-CH-CS,Chile,SUBPESCA,CH-CS,Central-Southern Chile,NA
SSCLAMQCW,81692,Mya arenaria,Softshell clam,Canada-DFO-QCW,Canada,DFO,QCW,Quebec Coastal Waters,NA
SSHRIMPSMAGTSE,96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-GTSE,Canada,DFO,SMA-GTSE,Shrimp Management Area GTSE,NA
SSHRIMPSMAPRD,96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-PRD,Canada,DFO,SMA-PRD,Shrimp Management Area PRD,NA
SSKAT5YZSNE,564151,Malacoraja senta,Smooth skate,USA-NMFS-5YZSNE,USA,NMFS,5YZSNE,Gulf of Maine / Georges Bank-Southern New England,NA
SSLOBSTERSASC,552965,Palinurus gilchristi,Southern spiny lobster,South Africa-DETMCM-SASC,South Africa,DETMCM,SASC,South Africa South coast,NA
SSSHRIMPICBC,96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-ICBC,Canada,DFO,ICBC,Inshore Coast of British Columbia,NA
SSSHRIMPSMA14,96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-14,Canada,DFO,SMA-14,Shrimp Management Area 14,NA
SSSHRIMPSMA16,96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-16,Canada,DFO,SMA-16,Shrimp Management Area 16,NA
SSSHRIMPSMA18-19,96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-18-19,Canada,DFO,SMA-18-19,Shrimp Management Areas 18 and 19,NA
SSSHRIMPSMAFR,96995,Pandalopsis dispar,Sidestripe shrimp,Canada-DFO-SMA-FR,Canada,DFO,SMA-FR,Shrimp Management Area FR,NA
SSTHORNHGA,166783,Sebastolobus alascanus,Shortspine thornyhead,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
SSTHORNHPCOAST,166783,Sebastolobus alascanus,Shortspine thornyhead,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
STFLOUNNPCOAST,172893,Platichthys stellatus,Starry flounder,USA-NMFS-NPCOAST,USA,NMFS,NPCOAST,Northern Pacific Coast,NA
STFLOUNSPCOAST,172893,Platichthys stellatus,Starry flounder,USA-NMFS-SPCOAST,USA,NMFS,SPCOAST,Southern Pacific Coast,NA
STMARLINIO,768127,Kajikia audax,Striped marlin,multinational-IOTC-IO,multinational,IOTC,IO,Indian Ocean,NA
STMARLINNEPAC,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,multinational,IATTC,NEPAC,Northeast Pacific,NA
STMARLINNPAC,768127,Kajikia audax,Striped marlin,USA-NMFS-NPAC,USA,NMFS,NPAC,North Pacific,NA
STMARLINSWPO,768127,Kajikia audax,Striped marlin,multinational-WCPFC-SWPAC,multinational,WCPFC,SWPAC,Western Pacific Ocean,NA
STMARLINWCNPAC,768127,Kajikia audax,Striped marlin,multinational-ISC-WCNPAC,Multinational,ISC,WCNPAC,Western and Central North Pacific,NA
STRAYII-IIIa-IV,564149,Amblyraja radiata,Starry ray,multinational-ICES-II-IIIa-IV,multinational,ICES,II-IIIa-IV,ICES 2-3a-4,NA
STRIPEDBASSGOMCHATT,167680,Morone saxatilis,Striped bass,USA-NMFS-5YCHATT,USA,NMFS,5YCHATT,Gulf of Maine / Cape Hatteras,NA
STRMULLIIIa-IV-VIId,169418,Mullus surmuletus,Striped red mullet,multinational-ICES-IIIa-IV-VIId,multinational,ICES,IIIa-IV-VIId,ICES 3a-4-7d,NA
STRMULLVI-VIIabcefghijk-VIII-IXa,169418,Mullus surmuletus,Striped red mullet,multinational-ICES-VI-VIIabcefghijk-VIII-IXa,multinational,ICES,VI-VIIabcefghijk-VIII-IXa,ICES 6-7abcefghijk-8-9a,NA
STROUT22-32,161997,Salmo trutta,Sea trout,multinational-ICES-22-32,multinational,ICES,22-32,Baltic Areas 22-32,NA
STRSHRIMPSFA2-3,96971,Pandalus montagui,Aesop shrimp,Canada-DFO-SFA2-3,Canada,DFO,SFA2-3,Shrimp Fishing Areas 2-3,NA
STSQUIDSOJECS,556657,Uroteuthis edulis,Swordtip squid,Japan-FAJ-SOJECS,Japan,FAJ,SOJECS,Sea of Japan and East China Sea,NA
SUNIMHI,172294,Naso hexacanthus,Sleek unicornfish,USA-NMFS-MHI,USA,NMFS,MHI,Main Hawaiian Islands,NA
SURFMATLC,80944,Spisula solidissima,Atlantic surfclam,USA-NMFS-MATLC,USA,NMFS,MATLC,Mid-Atlantic Coast,NA
SWHITSE,646043,Sillago flindersi,School whiting,Australia-AFMA-SE,Australia,AFMA,SE,Southeast Australia,NA
SWORDEPAC,172482,Xiphias gladius,Swordfish,multinational-IATTC-EPAC,multinational,IATTC,EPAC,Eastern Pacific,NA
SWORDIO,172482,Xiphias gladius,Swordfish,multinational-IOTC-IO,multinational,IOTC,IO,Indian Ocean,NA
SWORDMED,172482,Xiphias gladius,Swordfish,multinational-ICCAT-MED,multinational,ICCAT,MED,Mediterranean Sea,NA
SWORDNATL,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,multinational,ICCAT,NATL,Northern Atlantic,NA
SWORDNPAC,172482,Xiphias gladius,Swordfish,multinational-ISC-NPAC,Multinational,ISC,NPAC,North Pacific Ocean,NA
SWORDSATL,172482,Xiphias gladius,Swordfish,multinational-ICCAT-SATL,multinational,ICCAT,SATL,South Atlantic,NA
TANNERCRABBSAI,98429,Chionoecetes bairdi,Tanner crab,USA-NMFS-BSAI,USA,NMFS,BSAI,Bering Sea and Aleutian Islands,NA
TARAKNZ,170262,Nemadactylus macropterus,Tarakihi,New Zealand-MFish-SA,New Zealand,MFish,SA,Sub-Antarctic,NA
TASGIANTCRABTAS,-999,Pseudocarcinus gigas,Tasmanian giant crab,Australia-AFMA-TAS,Australia,AFMA,TAS,Tasmania,NA
TBSKAIIIa-IV-VIId,160901,Raja clavata,Thornback skate,multinational-ICES-IIIa-IV-VIId,multinational,ICES,IIIa-IV-VIId,ICES 3a-4-7d,NA
TBSKAIXa,160901,Raja clavata,Thornback skate,multinational-ICES-IXa,multinational,ICES,IXa,Portugese Waters -East,NA
TBSKAMEDGSA29,160901,Raja clavata,Thornback skate,multinational-GFCM-GSA29,multinational,GFCM,GSA29,Black Sea,NA
TBSKAVI,160901,Raja clavata,Thornback skate,multinational-ICES-VI,multinational,ICES,VI,ICES 6,NA
TBSKAVIIafg,160901,Raja clavata,Thornback skate,multinational-ICES-VIIafg,multinational,ICES,VIIafg,ICES 7afg,NA
TBSKAVIIe,160901,Raja clavata,Thornback skate,multinational-ICES-VIIe,multinational,ICES,VIIe,Western English Channel,NA
TBSKAVIII,160901,Raja clavata,Thornback skate,multinational-ICES-VIII,multinational,ICES,VIII,Bay of Biscay,NA
THREADCWACIV-BEN,645691,Galeoides decadactylus,Threadfin,multinational-FAO-CWACIV-BEN,multinational,FAO,CWACIV-BEN,Central West Africa Cote Divoire-Benin,NA
THREADCWAGAB-AGO,645691,Galeoides decadactylus,Threadfin,multinational-FAO-CWAGAB-AGO,multinational,FAO,CWAGAB-AGO,Central West Africa Gabon-Angola,NA
THREADCWAGIN-LBR,645691,Galeoides decadactylus,Threadfin,multinational-FAO-CWAGIN-LBR,multinational,FAO,CWAGIN-LBR,Central West Africa Guinea-Liberia,NA
THRSHARNPAC,159916,Alopias vulpinus,Thresher shark,USA-NMFS-NPAC,USA,NMFS,NPAC,North Pacific,NA
TIGERFLATSE,644187,Neoplatycephalus richardsoni,Tiger flathead,Australia-AFMA-SE,Australia,AFMA,SE,Southeast Australia,NA
TILEGM,168546,Lopholatilus chamaeleonticeps,Tilefish,USA-NMFS-GM,USA,NMFS,GM,Gulf of Mexico,NA
TILEMATLC,168546,Lopholatilus chamaeleonticeps,Tilefish,USA-NMFS-MATLC,USA,NMFS,MATLC,Mid-Atlantic Coast,NA
TILESATLC,168546,Lopholatilus chamaeleonticeps,Tilefish,USA-NMFS-SATLC,USA,NMFS,SATLC,Southern Atlantic coast,NA
TPSHARNEATL,160181,Galeorhinus galeus,Tope shark,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,multinational,ICES,I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Northeast Atlantic,I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV
TREVALLYTRE7,168641,Pseudocaranx dentex,Trevally,New Zealand-MFish-TRE7,New Zealand,MFish,TRE7,New Zealand Areas TRE 7,NA
TSGTFMHI,169450,Parupeneus bifasciatus,Twosaddle goatfish,USA-NMFS-MHI,USA,NMFS,MHI,Main Hawaiian Islands,NA
TSKA3LNOPs,564149,Amblyraja radiata,Thorny skate,multinational-NAFO-3LNOPs,multinational,NAFO,3LNOPs,Grand Bank and St Pierre Bank,NA
TSKA4T,564149,Amblyraja radiata,Thorny skate,Canada-DFO-4T,Canada,DFO,4T,Southern Gulf of St. Lawrence,NA
TSKAT5YZSNE,564149,Amblyraja radiata,Thorny skate,USA-NMFS-5YZSNE,USA,NMFS,5YZSNE,Gulf of Maine / Georges Bank-Southern New England,NA
TUR2232,172748,Scophthalmus maximus,Turbot,multinational-ICES-22-32,multinational,ICES,22-32,Baltic Areas 22-32,NA
TURBLKGSA29,616195,Psetta maxima,Turbot,multinational-GFCM-GSA29,multinational,GFCM,GSA29,Black Sea,NA
TURIIIa,172748,Scophthalmus maximus,Turbot,multinational-ICES-IIIa,multinational,ICES,IIIa,Kattegat and Skagerrak,Skagerrak
TURIV,172748,Scophthalmus maximus,Turbot,multinational-ICES-IV,multinational,ICES,IV,North Sea,NA
URAYVIIde,160900,Raja undulata,Undulate ray,multinational-ICES-VIIde,multinational,ICES,VIIde,ICES 7de,NA
URAYVIIIab,160900,Raja undulata,Undulate ray,multinational-ICES-VIIIab,multinational,ICES,VIIIab,ICES 8ab,NA
VSNAPGM,168909,Rhomboplites aurorubens,Vermilion snapper,USA-NMFS-GM,USA,NMFS,GM,Gulf of Mexico,NA
VSNAPSATLC,168909,Rhomboplites aurorubens,Vermilion snapper,USA-NMFS-SATLC,USA,NMFS,SATLC,Southern Atlantic coast,NA
WANGLGSA1-7,164501,Lophius piscatorius,White anglerfish,multinational-GFCM-GSA1-7,multinational,GFCM,GSA1-7,Geographical Sub-Areas 1-7,NA
WANGLVIIIc-IXa,164501,Lophius piscatorius,White anglerfish,multinational-ICES-VIIIc-IXa,multinational,ICES,VIIIc-IXa,ICES 8c-9a,NA
WANGLVII-VIIIabd,164501,Lophius piscatorius,White anglerfish,multinational-ICES-VII-VIIIabd,multinational,ICES,VII-VIIIabd,ICES 7-8abd,NA
WAREHOUESE,172531,Seriolella brama,Blue warehou,Australia-AFMA-ESE,Australia,AFMA,ESE,Eastern half of Southeast Australia,NA
WAREHOUWSE,172531,Seriolella brama,Blue warehou,Australia-AFMA-WSE,Australia,AFMA,WSE,Western half of Southeast Australia,NA
WEAKFISHATLC,169241,Cynoscion regalis,Weakfish,USA-NMFS-ATLC,USA,NMFS,ATLC,Atlantic Coast,NA
WHAKE3NOPs,164732,Urophycis tenuis,White hake,multinational-NAFO-3NOPs,multinational,NAFO,3NOPs,Grand Bank and St. Pierre Bank,NA
WHAKE3Ps,164732,Urophycis tenuis,White hake,multinational-NAFO-3Ps,multinational,NAFO,3Ps,St. Pierre Bank,NA
WHAKE4RS,164732,Urophycis tenuis,White hake,Canada-DFO-4RS,Canada,DFO,4RS,Northern Gulf of St. Lawrence,NA
WHAKE4T,164732,Urophycis tenuis,White hake,Canada-DFO-4T,Canada,DFO,4T,Southern Gulf of St. Lawrence,NA
WHAKE4VWX5,164732,Urophycis tenuis,White hake,Canada-DFO-4VWX5,Canada,DFO,4VWX5,"Scotian Shelf, Bay of Fundy and Georges Bank",NA
WHAKEGBGOM,164732,Urophycis tenuis,White hake,USA-NMFS-5YZ,USA,NMFS,5YZ,Gulf of Maine / Georges Bank,NA
WHITIIIa,164758,Merlangius merlangus,Whiting,multinational-ICES-IIIa,multinational,ICES,IIIa,Kattegat and Skagerrak,Skagerrak
WHITMEDGSA29,164758,Merlangius merlangus,Whiting,multinational-GFCM-GSA29,multinational,GFCM,GSA29,Black Sea,NA
WHITNS-VIId,164758,Merlangius merlangus,Whiting,multinational-ICES-IV-VIId,multinational,ICES,IV-VIId,ICES 4-7d,NA
WHITVIa,164758,Merlangius merlangus,Whiting,multinational-ICES-VIa,multinational,ICES,VIa,West of Scotland,Clyde herring
WHITVIb,164758,Merlangius merlangus,Whiting,multinational-ICES-VIb,multinational,ICES,VIb,Rockall Bank,NA
WHITVIIa,164758,Merlangius merlangus,Whiting,multinational-ICES-VIIa,multinational,ICES,VIIa,Irish Sea,NA
WHITVIIbce-k,164758,Merlangius merlangus,Whiting,multinational-ICES-VIIbce-k,multinational,ICES,VIIbce-k,Celtic Sea,NA
WHITVIII-IXa,164758,Merlangius merlangus,Whiting,multinational-ICES-VIII-IXa,multinational,ICES,VIII-IXa,ICES 8-9a,NA
WINDOWGOMGB,172746,Scophthalmus aquosus,Windowpane flounder,USA-NMFS-5YZ,USA,NMFS,5YZ,Gulf of Maine / Georges Bank,NA
WINDOWSNEMATL,172746,Scophthalmus aquosus,Windowpane flounder,USA-NMFS-SNEMATL,USA,NMFS,SNEMATL,Southern New England /Mid Atlantic,NA
WINFLOUN4T,172905,Pseudopleuronectes americanus,Winter flounder,Canada-DFO-4T,Canada,DFO,4T,Southern Gulf of St. Lawrence,NA
WINFLOUN5Z,172905,Pseudopleuronectes americanus,Winter flounder,USA-NMFS-5Z,USA,NMFS,5Z,Georges Bank,NA
WINFLOUND5Y,172905,Pseudopleuronectes americanus,Winter flounder,USA-NMFS-5Y,USA,NMFS,5Y,Gulf of Maine,NA
WINFLOUNSNEMATL,172905,Pseudopleuronectes americanus,Winter flounder,USA-NMFS-SNEMATL,USA,NMFS,SNEMATL,Southern New England /Mid Atlantic,NA
WITFLOUN2J3KL,172873,Glyptocephalus cynoglossus,Witch flounder,Canada-DFO-2J3KL,Canada,DFO,2J3KL,Southern Labrador-Eastern Newfoundland,NA
WITFLOUN3Ps,172873,Glyptocephalus cynoglossus,Witch flounder,Canada-DFO-3Ps,Canada,DFO,3Ps,St. Pierre Bank,NA
WITFLOUN4RST,172873,Glyptocephalus cynoglossus,Witch flounder,Canada-DFO-4RST,Canada,DFO,4RST,Gulf of St. Lawrence,NA
WITFLOUN5Y,172873,Glyptocephalus cynoglossus,Witch flounder,USA-NMFS-5Y,USA,NMFS,5Y,Gulf of Maine,NA
WITFLOUNIIIa-IV-VIId,172873,Glyptocephalus cynoglossus,Witch flounder,multinational-ICES-IIIa-IV-VIId,multinational,ICES,IIIa-IV-VIId,ICES 3a-4-7d,NA
WLFLOUNNPAC,1007829,Tanakius kitaharae,Willowy flounder,Japan-FAJ-NPAC,Japan,FAJ,NPAC,North Pacific,NA
WMARLINATL,172499,Tetrapturus albidus,White marlin,multinational-ICCAT-ATL,multinational,ICCAT,ATL,Atlantic Ocean,NA
WPOLLAI,164722,Theragra chalcogramma,Walleye pollock,USA-NMFS-AI,USA,NMFS,AI,Aleutian Islands,NA
WPOLLBCWN,164722,Theragra chalcogramma,Walleye pollock,Canada-DFO-BCWN,Canada,DFO,BCWN,British Columbia Waters North,NA
WPOLLBCWS,164722,Theragra chalcogramma,Walleye pollock,Canada-DFO-BCWS,Canada,DFO,BCWS,British Columbia Waters South,NA
WPOLLBOGO,164722,Theragra chalcogramma,Walleye pollock,USA-NMFS-BOGO,USA,NMFS,BOGO,Bogoslof,NA
WPOLLEBS,164722,Theragra chalcogramma,Walleye pollock,USA-NMFS-EBS,USA,NMFS,EBS,Eastern Bering Sea,NA
WPOLLGA,164722,Theragra chalcogramma,Walleye pollock,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
WPOLLNAVAR,164722,Theragra chalcogramma,Walleye pollock,Russia-RFFA-NAVAR,Russia,RFFA,NAVAR,Navarinsky,NA
WPOLLNSO,164722,Theragra chalcogramma,Walleye pollock,Russia-RFFA-NSO,Russia,RFFA,NSO,Northern Sea of Okhotsk,NA
WPOLLWBS,164722,Theragra chalcogramma,Walleye pollock,Russia-RFFA-WBS,Russia,RFFA,WBS,Western Bering Sea,NA
WROCKBCW,166719,Sebastes entomelas,Widow rockfish,Canada-DFO-BCW,Canada,DFO,BCW,British Columbia Waters,NA
WROCKPCOAST,166719,Sebastes entomelas,Widow rockfish,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
WSCONGIMKB,635926,Conger myriaster,Whitespotted conger,Japan-FAJ-IMKB,Japan,FAJ,IMKB,Ise and Mikawa Bay,NA
WSGTFMHI,169452,Parupeneus porphyreus,Whitesaddle goatfish,USA-NMFS-MHI,USA,NMFS,MHI,Main Hawaiian Islands,NA
WSHRIMPGM,551680,Litopenaeus setiferus,White shrimp,USA-NMFS-GM,USA,NMFS,GM,Gulf of Mexico,NA
WSKAT5YCHATT,564145,Leucoraja ocellata,Winter skate,USA-NMFS-5YCHATT,USA,NMFS,5YCHATT,Gulf of Maine / Cape Hatteras,NA
WVSCALLALASKA,79757,Patinopecten caurinus,Weathervane scallop,USA-NMFS-ALASKA,USA,NMFS,ALASKA,Alaska,NA
WWHELKQCW,73795,Buccinum undatum,Waved whelk,Canada-DFO-QCW,Canada,DFO,QCW,Quebec Coastal Waters,NA
YEGROUPGM,167699,Epinephelus flavolimbatus,Yellowedge grouper,USA-NMFS-GM,USA,NMFS,GM,Gulf of Mexico,NA
YELL3LNO,172909,Limanda ferruginea,Yellowtail flounder,multinational-NAFO-3LNO,multinational,NAFO,3LNO,Grand Banks,NA
YELL4T,172909,Limanda ferruginea,Yellowtail flounder,Canada-DFO-4T,Canada,DFO,4T,Southern Gulf of St. Lawrence,NA
YELLCCODGOM,172909,Limanda ferruginea,Yellowtail flounder,USA-NMFS-CCOD5Y,USA,NMFS,CCOD5Y,Cape Cod / Gulf of Maine,NA
YELLGB,172909,Limanda ferruginea,Yellowtail flounder,USA-NMFS-GB,USA,NMFS,GB,Georges Bank,NA
YELLSNEMATL,172909,Limanda ferruginea,Yellowtail flounder,USA-NMFS-SNEMATL,USA,NMFS,SNEMATL,Southern New England /Mid Atlantic,NA
YEYEROCKGA,166740,Sebastes ruberrimus,Yelloweye rockfish,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
YEYEROCKPCOAST,166740,Sebastes ruberrimus,Yelloweye rockfish,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
YEYEROCKPCOASTIN,166740,Sebastes ruberrimus,Yelloweye rockfish,Canada-DFO-PCOASTIN,Canada,DFO,PCOASTIN,Pacific Coast of Canada (Inside),NA
YFGTFMHI,620976,Mulloides vanicolensis,Yellowfin goatfish,USA-NMFS-MHI,USA,NMFS,MHI,Main Hawaiian Islands,NA
YFINATL,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,multinational,ICCAT,ATL,Atlantic Ocean,NA
YFINCWPAC,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,multinational,WCPFC,CWPAC,Central Western Pacific Ocean,NA
YFINEIO,172423,Thunnus albacares,Yellowfin tuna,multinational-IOTC-IO,multinational,IOTC,IO,Indian Ocean,NA
YFINEPAC,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-EPAC,multinational,IATTC,EPAC,Eastern Pacific,NA
YGSFISHNPAC,690538,Lophius litulon,Yellow goosefish,Japan-FAJ-NPAC,Japan,FAJ,NPAC,North Pacific,NA
YNOSESKACH,-991,Zearaja chilensis,Yellownose skate,Chile-SUBPESCA-CH,Chile,SUBPESCA,CH,Chile,NA
YNOSESKACSCH,-991,Zearaja chilensis,Yellownose skate,Chile-SUBPESCA-CH-CS,Chile,SUBPESCA,CH-CS,Central-Southern Chile,NA
YNOSESKASCH,-991,Zearaja chilensis,Yellownose skate,Chile-SUBPESCA-CH-S,Chile,SUBPESCA,CH-S,Southern Chile,NA
YSFLOUNNHOKK,616071,Pseudopleuronectes herzensteini,Yellow striped flounder,Japan-FAJ-NHOKK,Japan,FAJ,NHOKK,North coast of Hokkaido,NA
YSFLOUNSOJ,616071,Pseudopleuronectes herzensteini,Yellow striped flounder,Japan-FAJ-SOJ,Japan,FAJ,SOJ,Sea of Japan,NA
YSGTFMHI,169409,Mulloidichthys flavolineatus,Yellowstripe goatfish,USA-NMFS-MHI,USA,NMFS,MHI,Main Hawaiian Islands,NA
YSOLEBSAI,172907,Limanda aspera,Yellowfin sole,USA-NMFS-BSAI,USA,NMFS,BSAI,Bering Sea and Aleutian Islands,NA
YTROCKNPCOAST,166720,Sebastes flavidus,Yellowtail rockfish,USA-NMFS-NPCOAST,USA,NMFS,NPCOAST,Northern Pacific Coast,NA
YTSNAPSATLCGM,168907,Ocyurus chrysurus,Yellowtail snapper,USA-NMFS-SATLCGM,USA,NMFS,SATLCGM,Southern Atlantic coast and Gulf of Mexico,NA
