stockid,tsn,scientificname,commonname,areaid,country,areatype,areacode,areaname,alternateareaname
LSKAT5YCHATT,564130,Leucoraja erinacea,Little skate,USA-NMFS-5YCHATT,USA,NMFS,5YCHATT,Gulf of Maine / Cape Hatteras,NA
LSOLEIIIa-IV-VIId,172888,Microstomus kitt,Lemon sole,multinational-ICES-IIIa-IV-VIId,multinational,ICES,IIIa-IV-VIId,ICES 3a-4-7d,NA
LSTHORNHPCOAST,166784,Sebastolobus altivelis,Longspine thornyhead,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
LUMP3Pn4RS,167612,Cyclopterus lumpus,Lumpfish,Canada-DFO-3Pn4RS,Canada,DFO,3Pn4RS,Northern Gulf of St. Lawrence,NA
MACK5YCHATT,172414,Scomber scombrus,Atlantic mackerel,USA-NMFS-5YCHATT,USA,NMFS,5YCHATT,Gulf of Maine / Cape Hatteras,NA
MACKNEICES,172414,Scomber scombrus,Mackerel,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,multinational,ICES,IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,ICES Northeast Atlantic,NA
MACKNWATLSA3-4,172414,Scomber scombrus,Mackerel,Canada-DFO-NWATLSA3-4,Canada,DFO,NWATLSA3-4,Northwest Atlantic (NAFO Subareas 3 and 4),NA
MEG8c9a,172835,Lepidorhombus whiffiagonis,Megrim,multinational-ICES-VIIIc-IXa,multinational,ICES,VIIIc-IXa,ICES 8c-9a,NA
MEGSPPIVa-VIa,172833,Lepidorhombus spp,Megrim spp,multinational-ICES-IVa-VIa,multinational,ICES,IVa-VIa,ICES 4a-6a,NA
MEGSPPVIb,172833,Lepidorhombus spp,Megrim spp,multinational-ICES-VIb,multinational,ICES,VIb,Rockall Bank,NA
MEGVII-VIIIabd,172835,Lepidorhombus whiffiagonis,Megrim,multinational-ICES-VII-VIIIabd,multinational,ICES,VII-VIIIabd,ICES 7-8abd,NA
MENATGM,161734,Brevoortia patronus,Gulf menhaden,USA-NMFS-GM,USA,NMFS,GM,Gulf of Mexico,NA
MENATLAN,161732,Brevoortia tyrannus,Atlantic menhaden,USA-NMFS-ATL,USA,NMFS,ATL,Atlantic,NA
MHMACKMEDGSA29,168590,Trachurus mediterraneus,Mediterranean horse mackerel,multinational-GFCM-GSA29,multinational,GFCM,GSA29,Black Sea,NA
MONK2J3KLNOPs,164499,Lophius americanus,Monkfish,Canada-DFO-2J3KLNOPs,Canada,DFO,2J3KLNOPs,Labrador Shelf-Grand Banks-St. Pierre Bank,NA
MONK3LNOPs,164499,Lophius americanus,Monkfish,Canada-DFO-3LNOPs,Canada,DFO,3LNOPs,NAFO Divisions 3LNOPs,NA
MONKGOMNGB,164499,Lophius americanus,Monkfish,USA-NMFS-GOMNGB,USA,NMFS,GOMNGB,Gulf of Maine / Northern Georges Bank,NA
MONKSGBMATL,164499,Lophius americanus,Monkfish,USA-NMFS-SGBMATL,USA,NMFS,SGBMATL,Southern Georges Bank / Mid-Atlantic,NA
MORWONGESE,170262,Nemadactylus macropterus,Jackass morwong,Australia-AFMA-ESE,Australia,AFMA,ESE,Eastern half of Southeast Australia,NA
MORWONGSE,170262,Nemadactylus macropterus,Jackass morwong,Australia-AFMA-SE,Australia,AFMA,SE,Southeast Australia,NA
MORWONGWSE,170262,Nemadactylus macropterus,Jackass morwong,Australia-AFMA-WSE,Australia,AFMA,WSE,Western half of Southeast Australia,NA
MSARDCWACIV-BEN,161831,Sardinella maderensis,Madeiran sardinella,multinational-FAO-CWACIV-BEN,multinational,FAO,CWACIV-BEN,Central West Africa Cote Divoire-Benin,NA
MSARDNWA,161831,Sardinella maderensis,Madeiran sardinella,multinational-FAO-NWA,multinational,FAO,NWA,North West Africa,NA
MULLQNSW,170335,Mugil cephalus,Sea mullet,Australia-DPIF-QNSW,Australia,DPIF,QNSW,Queensland and New South Wales,NA
MUTSNAPSATLCGM,168849,Lutjanus analis,Mutton snapper,USA-NMFS-SATLCGM,USA,NMFS,SATLCGM,Southern Atlantic coast and Gulf of Mexico,NA
NEPHFU10,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU10,multinational,ICES,FU10,Noup (FU 10),NA
NEPHFU11,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU11,multinational,ICES,FU11,North Minch (FU 11),NA
NEPHFU12,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU12,multinational,ICES,FU12,South Minch (FU 12),NA
NEPHFU13,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU13,multinational,ICES,FU13,Firth of Clyde and Sound of Jura (FU 13),NA
NEPHFU14,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU14,multinational,ICES,FU14,Irish Sea East (FU 14),NA
NEPHFU15,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU15,multinational,ICES,FU15,Irish Sea West (FU 15),NA
NEPHFU16,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU16,multinational,ICES,FU16,Porcupine Bank (FU 16),NA
NEPHFU17,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU17,multinational,ICES,FU17,Aran Grounds (FU 17),NA
NEPHFU19,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU19,multinational,ICES,FU19,South East and West of IRL (FU 19),NA
NEPHFU2021,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU2021,multinational,ICES,FU2021,"Labadie, Jones and Cockburn (FU 20-21)",NA
NEPHFU22,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU22,multinational,ICES,FU22,Smalls (FU 22),NA
NEPHFU25,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU25,multinational,ICES,FU25,North Galicia (FU 25),NA
NEPHFU2627,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU2627,multinational,ICES,FU2627,West Galicia and North Portugal (FU 26-27),NA
NEPHFU2829,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU2829,multinational,ICES,FU2829,South-West and South Portugal (FU 28-29),NA
NEPHFU30,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU30,multinational,ICES,FU30,Gulf of Cadiz (FU 30),NA
NEPHFU31,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU31,multinational,ICES,FU31,Cantabrian Sea (FU 31),NA
NEPHFU32,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU32,multinational,ICES,FU32,Norwegian Deeps (FU 32),NA
NEPHFU33,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU33,multinational,ICES,FU33,Off Horn Reef (FU 33),NA
NEPHFU34,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU34,multinational,ICES,FU34,Devils Hole (FU 34),NA
NEPHFU3-4,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU3-4,multinational,ICES,FU3-4,Skagerak Kattegat (FU 3-4),NA
NEPHFU5,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU5,multinational,ICES,FU5,Botney Cut - Silver Pit (FU 5),NA
NEPHFU6,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU6,multinational,ICES,FU6,Farn Deeps (FU 6),NA
NEPHFU7,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU7,multinational,ICES,FU7,Fladen Ground (FU 7),NA
NEPHFU8,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU8,multinational,ICES,FU8,Firth of Forth (FU 8),NA
NEPHFU9,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU9,multinational,ICES,FU9,Moray Firth (FU 9),NA
NEPHIV,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-IV,multinational,ICES,IV,North Sea,NA
NEPHMEDGSA1,97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA1,multinational,GFCM,GSA1,Northern Alboran Sea,NA
NEPHMEDGSA11,97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA11,multinational,GFCM,GSA11,Sardinia,NA
NEPHMEDGSA15-16,97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA15-16,multinational,GFCM,GSA15-16,"Malta Island and South of Sicily (GSA 15, 16)",NA
NEPHMEDGSA17,97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA17,multinational,GFCM,GSA17,Northern Adriatic Sea,NA
NEPHMEDGSA17-18,97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA17-18,multinational,GFCM,GSA17-18,"Adriatic Sea (GSA 17,18)",NA
NEPHMEDGSA18,97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA18,multinational,GFCM,GSA18,Southern Adriatic Sea,NA
NEPHMEDGSA5,97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA5,multinational,GFCM,GSA5,Balearic Island,NA
NEPHMEDGSA6,97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA6,multinational,GFCM,GSA6,Northern Spain,NA
NEPHMEDGSA9,97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA9,multinational,GFCM,GSA9,Ligurian and North Tyrrhenian Sea,NA
NEPHVIa,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-VIa,multinational,ICES,VIa,West of Scotland,Clyde herring
NEPHVII,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-VII,multinational,ICES,VII,ICES 7,NA
NEPHVIIIab,97317,Nephrops norvegicus,Norway lobster,multinational-ICES-VIIIab,multinational,ICES,VIIIab,ICES 8ab,NA
NPOUTIIIa-IV,164756,Trisopterus esmarkii,Norway pout,multinational-ICES-IIIa-IV,multinational,ICES,IIIa-IV,ICES 3a-4,NA
NPOUTVIa,164756,Trisopterus esmarkii,Norway pout,multinational-ICES-VIa,multinational,ICES,VIa,West of Scotland,Clyde herring
NROCKBSAI,166735,Sebastes polyspinis,Northern rockfish,USA-NMFS-BSAI,USA,NMFS,BSAI,Bering Sea and Aleutian Islands,NA
NROCKGA,166735,Sebastes polyspinis,Northern rockfish,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
NRSOLEEBSAI,616392,Lepidopsetta polyxystra,Northern rock sole,USA-NMFS-EBSAI,USA,NMFS,EBSAI,Eastern Bering Sea and Aleutian Islands,NA
NRSOLEGA,616392,Lepidopsetta polyxystra,Northern rock sole,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
NSHRIMPCH,97075,Heterocarpus reedi,Nylon shrimp,Chile-SUBPESCA-CH,Chile,SUBPESCA,CH,Chile,NA
NSHRIMPCSCH,97075,Heterocarpus reedi,Nylon shrimp,Chile-SUBPESCA-CH-CS,Chile,SUBPESCA,CH-CS,Central-Southern Chile,NA
NSHRIMPNCH,97075,Heterocarpus reedi,Nylon shrimp,Chile-SUBPESCA-CH-N,Chile,SUBPESCA,CH-N,Northern Chile,NA
NZLINGESE,165000,Genypterus blacodes,Ling,Australia-AFMA-SE,Australia,AFMA,SE,Southeast Australia,NA
NZLINGLIN3-4,165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN3-4,New Zealand,MFish,LIN3-4,New Zealand Areas LIN 3 and 4,NA
NZLINGLIN5-6,165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN5-6,New Zealand,MFish,LIN5-6,New Zealand Areas LIN 5 and 6,NA
NZLINGLIN6b,165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN6b,New Zealand,MFish,LIN6b,New Zealand Areas LIN 6b,NA
NZLINGLIN72,165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN72,New Zealand,MFish,LIN72,New Zealand Areas LIN 72,NA
NZLINGLIN7WC,165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN7WC-WCSI,New Zealand,MFish,LIN7WC-WCSI,New Zealand Areas LIN 7WC-WCSI,NA
NZLINGWSE,165000,Genypterus blacodes,Ling,Australia-AFMA-WSE,Australia,AFMA,WSE,Western half of Southeast Australia,NA
NZSNAPNZ1BOP-HAGU,169231,Chrysophrys auratus,New Zealand snapper,New Zealand-MFish-SNA1-BOP-HAGU,New Zealand,MFish,SNA1-BOP-HAGU,New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,NA
NZSNAPNZ1ENLD,169231,Chrysophrys auratus,New Zealand snapper,New Zealand-MFish-SNA-1-ENLD,New Zealand,MFish,SNA-1-ENLD,New Zealand SNA 1 east Northland,NA
NZSNAPNZ7,169231,Chrysophrys auratus,New Zealand snapper,New Zealand-MFish-SNA-7,New Zealand,MFish,SNA-7,New Zealand SNA 7,NA
NZSNAPNZ8,169231,Chrysophrys auratus,New Zealand snapper,New Zealand-MFish-8,New Zealand,MFish,8,New Zealand Area 8 (Auckland and Central West),NA
OCTOCWAGNB,82603,Octopus vulgaris,Octopus,multinational-FAO-CWAGNB,multinational,FAO,CWAGNB,Central West Africa Guinea Bissau,NA
OFLOUNECS,172744,Paralichthys olivaceus,Japanese flounder,Japan-FAJ-ECS,Japan,FAJ,ECS,East China Sea,NA
OFLOUNNSJ,172744,Paralichthys olivaceus,Japanese flounder,Japan-FAJ-NSJ,Japan,FAJ,NSJ,Sea of Japan North,NA
OFLOUNPAC,172744,Paralichthys olivaceus,Japanese flounder,Japan-FAJ-PAC,Japan,FAJ,PAC,Pacific Ocean,NA
OFLOUNSETO,172744,Paralichthys olivaceus,Japanese flounder,Japan-FAJ-SETO,Japan,FAJ,SETO,Inland Sea of Japan,NA
OPOUTNWATLC,630979,Zoarces americanus,Ocean pout,USA-NMFS-NWATLC,USA,NMFS,NWATLC,Northwestern Atlantic Coast,NA
OROUGHYCASCADE,166139,Hoplostethus atlanticus,Orange roughy,Australia-AFMA-CASCADE,Australia,AFMA,CASCADE,Cascade Plateau,NA
OROUGHYCH,166139,Hoplostethus atlanticus,Orange roughy,multinational-SPRFMO-CHL,multinational,SPRFMO,CHL,Chile,NA
OROUGHYCR,166139,Hoplostethus atlanticus,Orange roughy,New Zealand-MFish-CR,New Zealand,MFish,CR,Chatham Rise,NA
OROUGHYESCR,166139,Hoplostethus atlanticus,Orange roughy,New Zealand-MFish-ESCR,New Zealand,MFish,ESCR,East and South Chatham Rise,NA
OROUGHYNEATL,166139,Hoplostethus atlanticus,Orange roughy,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,multinational,ICES,I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Northeast Atlantic,I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV
OROUGHYNWCR,166139,Hoplostethus atlanticus,Orange roughy,New Zealand-MFish-NWCR,New Zealand,MFish,NWCR,Northwest Chatham Rise,NA
OROUGHYNZ7A,166139,Hoplostethus atlanticus,Orange roughy,New Zealand-MFish-NZ7A,New Zealand,MFish,NZ7A,New Zealand Challenger Plateau,NA
OROUGHYNZMEC,166139,Hoplostethus atlanticus,Orange roughy,New Zealand-MFish-NZMEC,New Zealand,MFish,NZMEC,New Zealand Mid East Coast,NA
OROUGHYSE,166139,Hoplostethus atlanticus,Orange roughy,Australia-AFMA-SE,Australia,AFMA,SE,Southeast Australia,NA
PACBTUNA,172422,Thunnus orientalis,Pacific bluefin tuna,multinational-ISC-PAC,Multinational,ISC,PAC,Pacific Ocean,NA
PANCHCCH,551340,Engraulis ringens,Peruvian anchoveta,Chile-SUBPESCA-CH-C,Chile,SUBPESCA,CH-C,Central Chile,NA
PANCHCHVX,551340,Engraulis ringens,Peruvian anchoveta,Chile-SUBPESCA-CHV-X,Chile,SUBPESCA,CHV-X,Chile Region V-X,NA
PANCHCSCH,551340,Engraulis ringens,Peruvian anchoveta,Chile-SUBPESCA-CH-CS,Chile,SUBPESCA,CH-CS,Central-Southern Chile,NA
PANCHNCH,551340,Engraulis ringens,Peruvian anchoveta,Chile-SUBPESCA-CH-N,Chile,SUBPESCA,CH-N,Northern Chile,NA
PANCHNCHSP,551340,Engraulis ringens,Peruvian anchoveta,Chile-SUBPESCA-NCH-SP,Chile,SUBPESCA,NCH-SP,Northern Chile Southern Peru,NA
PANCHPERUNC,551340,Engraulis ringens,Peruvian anchoveta,Peru-IMARPE-NC,Peru,IMARPE,NC,North-Central Peruvian coast,NA
PANCHSCH,551340,Engraulis ringens,Peruvian anchoveta,Chile-SUBPESCA-CH-S,Chile,SUBPESCA,CH-S,Southern Chile,NA
PANDAL2G-3K,96967,Pandalus borealis,Northern shrimp,Canada-DFO-2G-3K,Canada,DFO,2G-3K,NAFO Divisions 2G-3K,NA
PANDAL4RST,96967,Pandalus borealis,Northern shrimp,Canada-DFO-4RST,Canada,DFO,4RST,Gulf of St. Lawrence,NA
PANDALGOM,96967,Pandalus borealis,Northern shrimp,USA-NMFS-5Y,USA,NMFS,5Y,Gulf of Maine,NA
PANDALICBC,96970,Pandalus jordani,Ocean shrimp,Canada-DFO-ICBC,Canada,DFO,ICBC,Inshore Coast of British Columbia,NA
PANDALI-II,96967,Pandalus borealis,Northern shrimp,multinational-ICES-I-II,multinational,ICES,I-II,North-East Arctic,NA
PANDALIIIaW-IVaE,96967,Pandalus borealis,Northern shrimp,multinational-ICES-IIIaW-IVaE,multinational,ICES,IIIaW-IVaE,ICES 3a(west)-4a(east),NA
PANDALIVa,96967,Pandalus borealis,Northern shrimp,multinational-ICES-IVa,multinational,ICES,IVa,Northern North Sea,NA
PANDALSFA13-15,96967,Pandalus borealis,Northern shrimp,Canada-DFO-SFA13-15,Canada,DFO,SFA13-15,Eastern Scotian Shelf (SFA 13-15),NA
PANDALSFA2-3,96967,Pandalus borealis,Northern shrimp,Canada-DFO-SFA2-3,Canada,DFO,SFA2-3,Shrimp Fishing Areas 2-3,NA
PANDALSFA4,96967,Pandalus borealis,Northern shrimp,Canada-DFO-SFA4,Canada,DFO,SFA4,Shrimp Fishing Area 4,NA
PANDALSFA5,96967,Pandalus borealis,Northern shrimp,Canada-DFO-SFA5,Canada,DFO,SFA5,Shrimp Fishing Area 5,NA
PANDALSFA6,96967,Pandalus borealis,Northern shrimp,Canada-DFO-SFA6,Canada,DFO,SFA6,Shrimp Fishing Area 6,NA
PANDALSMA14,96970,Pandalus jordani,Ocean shrimp,Canada-DFO-SMA-14,Canada,DFO,SMA-14,Shrimp Management Area 14,NA
PANDALSMA16,96970,Pandalus jordani,Ocean shrimp,Canada-DFO-SMA-16,Canada,DFO,SMA-16,Shrimp Management Area 16,NA
PANDALSMA18-19,96970,Pandalus jordani,Ocean shrimp,Canada-DFO-SMA-18-19,Canada,DFO,SMA-18-19,Shrimp Management Areas 18 and 19,NA
PANDALSMAFR,96970,Pandalus jordani,Ocean shrimp,Canada-DFO-SMA-FR,Canada,DFO,SMA-FR,Shrimp Management Area FR,NA
PANDALSMAGTSE,96970,Pandalus jordani,Ocean shrimp,Canada-DFO-SMA-GTSE,Canada,DFO,SMA-GTSE,Shrimp Management Area GTSE,NA
PANDALSMAPRD,96970,Pandalus jordani,Ocean shrimp,Canada-DFO-SMA-PRD,Canada,DFO,SMA-PRD,Shrimp Management Area PRD,NA
PATCODARGS,550679,Salilota australis,Patagonian cod,Argentina-CFP-ARG-S,Argentina,CFP,ARG-S,Southern Argentina,NA
PATGRENADIERCH,550662,Macruronus magellanicus,Patagonian grenadier,Chile-SUBPESCA-CH-CS,Chile,SUBPESCA,CH-CS,Central-Southern Chile,NA
PATGRENADIERSARG,550662,Macruronus magellanicus,Patagonian grenadier,Argentina-CFP-ARG-S,Argentina,CFP,ARG-S,Southern Argentina,NA
PAUANPAU5A,-997,Haliotis iris,Paua,New Zealand-MFish-NPAU5A,New Zealand,MFish,NPAU5A,NZ Area North PAUA 5A,NA
PAUAPAU5B,-997,Haliotis iris,Paua,New Zealand-MFish-PAU5B,New Zealand,MFish,PAU5B,New Zealand Area PAU 5B (Stewart Island),NA
PAUAPAU5D,-997,Haliotis iris,Paua,New Zealand-MFish-PAU5D,New Zealand,MFish,PAU5D,New Zealand Area PAU 5D (Otago),NA
PAUAPAU7,-997,Haliotis iris,Paua,New Zealand-MFish-PAU7,New Zealand,MFish,PAU7,New Zealand Area PAU 7 (Marlborough),NA
PAUASPAU5A,-997,Haliotis iris,Paua,New Zealand-MFish-SPAU5A,New Zealand,MFish,SPAU5A,NZ Area South PAUA 5A,NA
PCEELARGS,165000,Genypterus blacodes,Pink cusk eel,Argentina-CFP-ARG-S,Argentina,CFP,ARG-S,Southern Argentina,NA
PCEELCH,165000,Genypterus blacodes,Pink cusk eel,Chile-SUBPESCA-CH,Chile,SUBPESCA,CH,Chile,NA
PCEELCSCH,165000,Genypterus blacodes,Pink cusk eel,Chile-SUBPESCA-CH-CS,Chile,SUBPESCA,CH-CS,Central-Southern Chile,NA
PCEELSCH,165000,Genypterus blacodes,Pink cusk eel,Chile-SUBPESCA-CH-S,Chile,SUBPESCA,CH-S,Southern Chile,NA
PCOD5AB,164711,Gadus macrocephalus,Pacific cod,Canada-DFO-5AB,Canada,DFO,5AB,Queen Charlotte Sound,NA
PCOD5ABCD,164711,Gadus macrocephalus,Pacific cod,Canada-DFO-5ABCD,Canada,DFO,5ABCD,British Columbia Waters Area 5ABCD,NA
PCODAI,164711,Gadus macrocephalus,Pacific cod,USA-NMFS-AI,USA,NMFS,AI,Aleutian Islands,NA
PCODBS,164711,Gadus macrocephalus,Pacific cod,USA-NMFS-BS,USA,NMFS,BS,Bering Sea,NA
PCODBSAI,164711,Gadus macrocephalus,Pacific cod,USA-NMFS-BSAI,USA,NMFS,BSAI,Bering Sea and Aleutian Islands,NA
PCODGA,164711,Gadus macrocephalus,Pacific cod,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
PCODHOKK,164711,Gadus macrocephalus,Pacific cod,Japan-FAJ-HOKK,Japan,FAJ,HOKK,Hokkaido,NA
PCODHS,164711,Gadus macrocephalus,Pacific cod,Canada-DFO-HS,Canada,DFO,HS,Hecate Strait,NA
PCODNPAC,164711,Gadus macrocephalus,Pacific cod,Japan-FAJ-NPAC,Japan,FAJ,NPAC,North Pacific,NA
PCODSOJ,164711,Gadus macrocephalus,Pacific cod,Japan-FAJ-SOJ,Japan,FAJ,SOJ,Sea of Japan,NA
PCODWCVANI,164711,Gadus macrocephalus,Pacific cod,Canada-DFO-WCVANI,Canada,DFO,WCVANI,West Coast of Vancouver Island,NA
PERCHEBSAI,166707,Sebastes alutus,Pacific ocean perch,USA-NMFS-EBSAI,USA,NMFS,EBSAI,Eastern Bering Sea and Aleutian Islands,NA
PERCHQCI,166707,Sebastes alutus,Pacific ocean perch,Canada-DFO-HG,Canada,DFO,HG,Haida Gwaii,NA
PERCHWCVANI,166707,Sebastes alutus,Pacific ocean perch,Canada-DFO-WCVANI,Canada,DFO,WCVANI,West Coast of Vancouver Island,NA
PGEODWA,81777,Panopea generosa,Pacific geoduck,USA-WASTATE-WA,USA,WASTATE,WA,Washington,NA
PHAKEPCOAST,164792,Merluccius productus,Pacific hake,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
PHALNPAC,172932,Hippoglossus stenolepis,Pacific halibut,multinational-IPHC-NPAC,multinational,IPHC,NPAC,North Pacific,NA
PHFLOUNNHOKK,172966,Cleisthenes herzensteini,Pointhead flounder,Japan-FAJ-NHOKK,Japan,FAJ,NHOKK,North coast of Hokkaido,NA
PHFLOUNSOJ,172966,Cleisthenes herzensteini,Pointhead flounder,Japan-FAJ-SOJ,Japan,FAJ,SOJ,Sea of Japan,NA
PICAMEDGSA25,647991,Spicara smaris,Picarel,multinational-GFCM-GSA25,multinational,GFCM,GSA25,Cyprus Island,NA
PILCHPJPN,551222,Sardinops melanostictus,Japanese sardine,Japan-FAJ-PJPN,Japan,FAJ,PJPN,Pacific Coast of Japan,NA
PILCHTSST,551222,Sardinops melanostictus,Japanese sardine,Japan-FAJ-TSST,Japan,FAJ,TSST,Tsushima Strait,NA
PINKSHRIMPGM,551574,Farfantepenaeus duorarum,Pink shrimp,USA-NMFS-GM,USA,NMFS,GM,Gulf of Mexico,NA
PLAIC2123,172902,Pleuronectes platessa,European plaice,multinational-ICES-2123,multinational,ICES,2123,Subdivisions 21-23,NA
PLAIC2432,172902,Pleuronectes platessa,European plaice,multinational-ICES-2432,multinational,ICES,2432,Subdivisions 24-32,NA
PLAIC7d,172902,Pleuronectes platessa,European plaice,multinational-ICES-VIId,multinational,ICES,VIId,Eastern English Channel,NA
PLAICCELT,172902,Pleuronectes platessa,European plaice,multinational-ICES-VIIf-g,multinational,ICES,VIIf-g,Celtic Sea,NA
PLAICECHW,172902,Pleuronectes platessa,European plaice,multinational-ICES-VIIe,multinational,ICES,VIIe,Western English Channel,NA
PLAICIIIa,172902,Pleuronectes platessa,European plaice,multinational-ICES-IIIa,multinational,ICES,IIIa,Kattegat and Skagerrak,Skagerrak
PLAICIS,172902,Pleuronectes platessa,European plaice,multinational-ICES-VIIa,multinational,ICES,VIIa,Irish Sea,NA
PLAICNS,172902,Pleuronectes platessa,European plaice,multinational-ICES-IV,multinational,ICES,IV,North Sea,NA
PLAICVIIbc,172902,Pleuronectes platessa,European plaice,multinational-ICES-VIIbc,multinational,ICES,VIIbc,ICES 7bc,NA
PLAICVIIh-k,172902,Pleuronectes platessa,European plaice,multinational-ICES-VIIh-k,multinational,ICES,VIIh-k,ICES 7h-k,NA
PLAICVIII-IXa,172902,Pleuronectes platessa,European plaice,multinational-ICES-VIII-IXa,multinational,ICES,VIII-IXa,ICES 8-9a,NA
POLL3Ps,164727,Pollachius virens,Pollock,Canada-DFO-3Ps,Canada,DFO,3Ps,St. Pierre Bank,NA
POLL4VWX,164727,Pollachius virens,Pollock,Canada-DFO-4VWX,Canada,DFO,4VWX,Scotian Shelf and Bay of Fundy,NA
POLL4VWX5,164727,Pollachius virens,Pollock,Canada-DFO-4VWX5,Canada,DFO,4VWX5,"Scotian Shelf, Bay of Fundy and Georges Bank",NA
POLL5YZ,164727,Pollachius virens,Pollock,USA-NMFS-5YZ,USA,NMFS,5YZ,Gulf of Maine / Georges Bank,NA
POLLFAPL,164727,Pollachius virens,Pollock,multinational-ICES-Vb1,multinational,ICES,Vb1,Faroe Plateau,NA
POLLIEG,164727,Pollachius virens,Pollock,multinational-ICES-Va,multinational,ICES,Va,Iceland Grounds,NA
POLLNEAR,164727,Pollachius virens,Pollock,multinational-ICES-I-II,multinational,ICES,I-II,North-East Arctic,NA
POLLNS-VI-IIIa,164727,Pollachius virens,Pollock,multinational-ICES-IIIa-IV-VI,multinational,ICES,IIIa-IV-VI,ICES 3a-4-6,NA
POPERCHGA,166707,Sebastes alutus,Pacific ocean perch,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
POPERCHPCOAST,166707,Sebastes alutus,Pacific ocean perch,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
PORSHARATL,159911,Lamna nasus,Porbeagle shark,Canada-DFO-ATL,Canada,DFO,ATL,Canadian Atlantic Ocean,NA
PORSHARNEATL,159911,Lamna nasus,Porbeagle shark,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-X-XII-XIV,multinational,ICES,I-II-III-IV-V-VI-VII-VIII-IX-X-XII-XIV,Northeast Atlantic,NA
PRCODMEDGSA9,164754,Trisopterus minutus,Poor cod,multinational-GFCM-GSA9,multinational,GFCM,GSA9,Ligurian and North Tyrrhenian Sea,NA
PSALMA1,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A1,Canada,DFO,A1,Area 1,NA
PSALMA10,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A10,Canada,DFO,A10,Area 10,NA
PSALMA12,161975,Oncorhynchus gorbuscha,Pink salmon,Canada-DFO-A12,Canada,DFO,A12,Area 12,NA
